Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL
ROYAL BRACKLA 16 YEAR,Single Malt,"Highlands, Scotland",3.91,90,https://distiller.com/spirits/royal-brackla-16-year
STRONACHIE 10 YEAR,Single Malt,"Highlands, Scotland",3.19,80,https://distiller.com/spirits/stronachie-10-year
THE MACALLAN DOUBLE CASK 15 YEAR,Single Malt,"Highlands, Scotland",4.14,92,https://distiller.com/spirits/the-macallan-double-cask-15-year
GRANGESTONE 21 YEAR,Single Malt,"Highlands, Scotland",3.61,nan,https://distiller.com/spirits/grangestone-21-year
THE SINGLETON OF DUFFTOWN 12 YEAR LUSCIOUS NECTAR,Single Malt,Scotland,3.55,nan,https://distiller.com/spirits/the-singleton-od-dufftown-12-luscious-nectar
OLD PULTENEY 15 YEAR,Single Malt,"Highlands, Scotland",3.97,88,https://distiller.com/spirits/old-pulteney-15-year
AUCHENTOSHAN THE BARTENDER'S MALT,Single Malt,"Lowlands, Scotland",3.52,83,https://distiller.com/spirits/auchentoshan-the-bartenders-malt
GLENFIDDICH AGE OF DISCOVERY MADEIRA CASK 19 YEAR,Single Malt,"Speyside, Scotland",4.11,90,https://distiller.com/spirits/glenfiddich-age-of-discovery-madeira-cask-19-year
GLENMORANGIE ALLTA,Single Malt,"Highlands, Scotland",3.89,89,https://distiller.com/spirits/glenmorangie-allta
ARRAN 18 YEAR (LIMITED EDITION),Single Malt,"Islands , Scotland",3.93,88,https://distiller.com/spirits/arran-18-year
LINKWOOD 15 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,"Speyside, Scotland",3.87,87,https://distiller.com/spirits/linkwood-15-year
GLEN MORAY ELGIN CLASSIC SHERRY CASK FINISH,Single Malt,"Speyside, Scotland",3.49,nan,https://distiller.com/spirits/glen-moray-elgin-classic-sherry-cask-finish
GLEN MORAY CHARDONNAY CASK 10 YEAR,Single Malt,"Speyside, Scotland",3.26,86,https://distiller.com/spirits/glen-moray-10-year-chardonnay-cask
GLENKINCHIE 10 YEAR,Single Malt,"Lowlands, Scotland",3.6,90,https://distiller.com/spirits/glenkinchie-10-year
GLENGOYNE CASK STRENGTH BATCH NO. 002,Single Malt,"Highlands, Scotland",3.88,89,https://distiller.com/spirits/glengoyne-cask-strength-batch-2
AUCHENTOSHAN VALINCH 2012,Single Malt,"Lowlands, Scotland",3.45,88,https://distiller.com/spirits/auchentoshan-valinch-2012
THE BALVENIE SIGNATURE 12 YEAR,Single Malt,"Speyside, Scotland",3.7,nan,https://distiller.com/spirits/balvenie-signature
THE BALVENIE THE SWEET TOAST OF AMERICAN OAK 12 YEAR,Single Malt,"Speyside, Scotland",4.03,87,https://distiller.com/spirits/the-balvenie-the-sweet-toast-of-american-oak-12-year
BENROMACH ORGANIC,Single Malt,"Speyside, Scotland",3.82,95,https://distiller.com/spirits/benromach-organic
ROYAL LOCHNAGAR 12 YEAR,Single Malt,"Eastern Highlands, Scotland",3.48,nan,https://distiller.com/spirits/royal-lochnagar-12
THE MACALLAN EDITION NO. 3,Single Malt,"Highlands, Scotland",3.99,90,https://distiller.com/spirits/the-macallan-edition-no-3
ABERFELDY 16 YEAR,Single Malt,Scotland,3.91,91,https://distiller.com/spirits/aberfeldy-16-year
THE GLENROTHES SHERRY CASK RESERVE,Single Malt,"Speyside, Scotland",3.66,84,https://distiller.com/spirits/the-glenrothes-sherry-cask-reserve
CARDHU GOLD RESERVE (GAME OF THRONES-HOUSE TARGARYEN),Single Malt,"Speyside, Scotland",3.41,77,https://distiller.com/spirits/cardhu-gold-reserve-game-of-thrones-house-targaryen
THE GLENROTHES VINTAGE RESERVE,Single Malt,"Speyside, Scotland",3.52,87,https://distiller.com/spirits/the-glenrothes-vintage-reserve
GRANGESTONE 12 YEAR,Single Malt,"Highlands, Scotland",3.3,nan,https://distiller.com/spirits/grangestone-12-year
GLENALLACHIE 12 YEAR,Single Malt,"Speyside, Scotland",3.87,84,https://distiller.com/spirits/glenallachie-12-year
GLENGLASSAUGH REVIVAL,Single Malt,"Highlands, Scotland",3.44,88,https://distiller.com/spirits/glenglassaugh-revival
TULLIBARDINE 228 BURGUNDY FINISH,Single Malt,"Highlands, Scotland",3.55,87,https://distiller.com/spirits/tullibardine-228-burgundy-finish
AUCHENTOSHAN 18 YEAR,Single Malt,"Lowlands, Scotland",3.74,89,https://distiller.com/spirits/auchentoshan-18-year
KNOCKANDO 12 YEAR,Single Malt,"Speyside, Scotland",3.27,nan,https://distiller.com/spirits/knockando-12
SHIELDAIG SPEYSIDE SINGLE MALT 18 YEAR,Single Malt,"Speyside, Scotland",3.68,nan,https://distiller.com/spirits/shieldaig-speyside-single-malt-18-year
THE GLENROTHES BOURBON CASK RESERVE,Single Malt,"Speyside, Scotland",3.38,87,https://distiller.com/spirits/the-glenrothes-bourbon-cask-reserve
TULLIBARDINE 225 SAUTERNES FINISH,Single Malt,"Highlands, Scotland",3.59,86,https://distiller.com/spirits/tullibardine-225-sauternes-finish
BEN NEVIS 10 YEAR,Single Malt,"Highland, Scotland",3.61,89,https://distiller.com/spirits/ben-nevis-10
"MORTLACH 12 YEAR ""THE WEE WITCHIE""",Single Malt,"Speyside, Scotland",3.79,88,https://distiller.com/spirits/mortlach-12-year-the-wee-witchie
GLENMORANGIE TAYNE,Single Malt,"Highlands, Scotland",3.97,92,https://distiller.com/spirits/glenmorangie-tayne
DALMORE VALOUR,Single Malt,"Highlands, Scotland",3.54,83,https://distiller.com/spirits/dalmore-valour
BRUICHLADDICH ISLAY BARLEY 2009,Single Malt,"Islay, Scotland",3.69,87,https://distiller.com/spirits/bruichladdich-islay-barley-2009
ROYAL BRACKLA 12 YEAR,Single Malt,"Highland, Scotland",3.45,86,https://distiller.com/spirits/royal-brackla-12-year
MORTLACH RARE OLD,Single Malt,"Speyside, Scotland",3.56,80,https://distiller.com/spirits/mortlach-rare-old
THE MACALLAN WHISKY MAKER'S EDITION,Single Malt,"Highlands, Scotland",3.92,nan,https://distiller.com/spirits/the-macallan-whisky-maker-s-edition
BENROMACH 15 YEAR,Single Malt,"Speyside, Scotland",4.06,91,https://distiller.com/spirits/benromach-15-year
THE GLENROTHES 1995,Single Malt,"Speyside, Scotland",3.88,91,https://distiller.com/spirits/the-glenrothes-1995
THE GLENROTHES 1998,Single Malt,"Speyside, Scotland",3.6,89,https://distiller.com/spirits/the-glenrothes-1998
BOWMORE 10 YEAR DARK & INTENSE,Single Malt,"Islay, Scotland",3.56,nan,https://distiller.com/spirits/bowmore-10-year-dark-intense
TULLIBARDINE 500 SHERRY FINISH,Single Malt,"Highlands, Scotland",3.68,89,https://distiller.com/spirits/tullibardine-500-sherry-finish
THE SINGLETON OF GLENDULLAN SELECT (GAME OF THRONES-HOUSE TULLY),Single Malt,"Speyside, Scotland",3.34,78,https://distiller.com/spirits/the-singleton-of-glendullan-game-of-thrones-house-tully
GLEN SCOTIA VICTORIANA,Single Malt,"Campbeltown, Scotland",3.96,90,https://distiller.com/spirits/glen-scotia-victoriana
DALMORE PORT WOOD RESERVE,Single Malt,"Highlands, Scotland",3.82,nan,https://distiller.com/spirits/dalmore-port-wood-reserve
CARDHU GOLD RESERVE,Single Malt,"Speyside, Scotland",3.31,77,https://distiller.com/spirits/cardhu-gold-reserve
THE MACALLAN DOUBLE CASK GOLD,Single Malt,"Highland, Scotland",3.6,nan,https://distiller.com/spirits/the-macallan-double-cask-gold
GLENKINCHIE DISTILLERS EDITION,Single Malt,"Lowlands, Scotland",3.7,85,https://distiller.com/spirits/glenkinchie-distillers-edition
GLENFIDDICH RESERVE CASK,Single Malt,"Speyside, Scotland",3.55,82,https://distiller.com/spirits/glenfiddich-reserve-cask
SHIELDAIG SPEYSIDE SINGLE MALT 12 YEAR,Single Malt,"Speyside, Scotland",3.19,nan,https://distiller.com/spirits/shieldaig-speyside-single-malt-12-year
MCCLELLAND'S SINGLE MALT SPEYSIDE,Single Malt,"Speyside, Scotland",2.95,82,https://distiller.com/spirits/mcclelland-s-single-malt-speyside
GLEN MORAY ELGIN CLASSIC PORT CASK FINISH,Single Malt,"Speyside, Scotland",3.13,nan,https://distiller.com/spirits/glen-moray-elgin-classic-port-cask-finish
LONGMORN 16 YEAR,Single Malt,"Speyside, Scotland",4.01,nan,https://distiller.com/spirits/longmorn-16-year
OLD PULTENEY NAVIGATOR,Single Malt,"Highlands, Scotland",3.56,88,https://distiller.com/spirits/old-pulteney-navigator
AUCHENTOSHAN 21 YEAR,Single Malt,"Lowlands, Scotland",4.07,90,https://distiller.com/spirits/auchentoshan-21-year
BLAIR ATHOL 12 YEAR FLORA & FAUNA,Single Malt,"Highlands, Scotland",3.78,87,https://distiller.com/spirits/blair-athol-12-year-flora-fauna
TOMATIN CÙ BÒCAN,Single Malt,"Highlands, Scotland",3.46,82,https://distiller.com/spirits/tomatin-cu-bucan
"MORTLACH 16 YEAR ""DISTILLER'S DRAM""",Single Malt,"Speyside, Scotland",3.95,88,https://distiller.com/spirits/mortlach-16-year-distiller-s-dram
GLENFIDDICH AGE OF DISCOVERY BOURBON CASK 19 YEAR,Single Malt,"Speyside, Scotland",4.2,89,https://distiller.com/spirits/glenfiddich-age-of-discovery-bourbon-cask
BOWMORE DARKEST 15 YEAR,Single Malt,"Islay, Scotland",3.85,nan,https://distiller.com/spirits/bowmore-darkest-15-year
GRANGESTONE SHERRY FINISH,Single Malt,"Highlands, Scotland",3.18,nan,https://distiller.com/spirits/grangestone-sherry-finish
TOMINTOUL 10 YEAR,Single Malt,"Speyside, Scotland",3.29,86,https://distiller.com/spirits/tomintoul-10-year
SPEYBURN BRADAN ORACH,Single Malt,"Highlands, Scotland",2.79,78,https://distiller.com/spirits/speyburn-bradan-orach
MACALLAN QUEST,Single Malt,"Highland , Scotland",3.56,nan,https://distiller.com/spirits/macallan-quest
GLENMORANGIE MILSEAN,Single Malt,"Highlands, Scotland",3.72,88,https://distiller.com/spirits/glenmorangie-milsean
GLENFIDDICH WINTER STORM 21 YEAR,Single Malt,"Speyside, Scotland",4.28,91,https://distiller.com/spirits/glenfiddich-winter-storm-21-year
THE MACALLAN 1824 SERIES RUBY,Single Malt,"Highlands, Scotland",4.19,90,https://distiller.com/spirits/the-macallan-ruby-1824-series
GLENMORANGIE BACALTA,Single Malt,"Highland, Scotland",4.06,90,https://distiller.com/spirits/glenmorangie-bacalta
HAZELBURN 10 YEAR,Single Malt,"Campbeltown, Scotland",3.68,82,https://distiller.com/spirits/hazelburn-10-year
THE GLENROTHES 2001,Single Malt,"Speyside, Scotland",3.59,89,https://distiller.com/spirits/the-glenrothes-2001
THE GLENROTHES WHISKY MAKER’S CUT,Single Malt,"Speyside, Scotland",3.79,90,https://distiller.com/spirits/the-glenrothes-whisky-maker-s-cut
BALBLAIR 1990 2ND RELEASE,Single Malt,"Highlands, Scotland",4.52,96,https://distiller.com/spirits/balblair-1990-2nd-release
BRUICHLADDICH ISLAY BARLEY 2011,Single Malt,"Islay, Scotland",3.88,87,https://distiller.com/spirits/bruichladdich-islay-barley-2011
LOCH LOMOND INCHMURRIN 12 YEAR,Single Malt,"Highlands, Scotland",3.32,87,https://distiller.com/spirits/inchmurrin-12-year
THE SINGLETON OF GLEN ORD 12 YEAR,Single Malt,"Highlands, Scotland",3.33,nan,https://distiller.com/spirits/the-singleton-of-glen-ord-12-year
GLENCADAM 10 YEAR,Single Malt,"Highlands, Scotland",3.4,82,https://distiller.com/spirits/glencadam-10-year
ARRAN SAUTERNES CASK FINISH SINGLE MALT,Single Malt,"Islands, Scotland",3.71,85,https://distiller.com/spirits/arran-sauternes-cask-finish-single-malt
ARRAN THE ROBERT BURNS SINGLE MALT,Single Malt,"Islands, Scotland",3.48,83,https://distiller.com/spirits/arran-the-robert-burns-single-malt
GLENMORANGIE ASTAR,Single Malt,"Highlands, Scotland",3.79,89,https://distiller.com/spirits/glenmorangie-astar
BENRIACH 12 YEAR,Single Malt,"Speyside, Scotland",3.38,88,https://distiller.com/spirits/benriach-12-year
THE GLENLIVET CAPTAIN'S RESERVE,Single Malt,"Speyside, Scotland",3.6,82,https://distiller.com/spirits/the-glenlivet-captain-s-reserve
BOWMORE 18 YEAR DEEP & COMPLEX,Single Malt,"Islay, Scotland",3.97,nan,https://distiller.com/spirits/bowmore-18-year-deep-complex
BUNNAHABHAIN EIRIGH NA GREINE,Single Malt,"Islay, Scotland",3.66,nan,https://distiller.com/spirits/bunnahabhain-eirigh-na-greine
THE GLENROTHES 1994,Single Malt,"Speyside, Scotland",3.71,93,https://distiller.com/spirits/the-glenrothes-1994
ARRAN PORT CASK FINISH SINGLE MALT,Single Malt,"Islands, Scotland",3.5,87,https://distiller.com/spirits/arran-port-cask-finish-single-malt
DEANSTON 18 YEAR,Single Malt,"Highlands, Scotland",3.86,85,https://distiller.com/spirits/deanston-18-year
AUCHENTOSHAN SPRINGWOOD,Single Malt,"Lowlands, Scotland",3.08,84,https://distiller.com/spirits/auchentoshan-springwood
BRUICHLADDICH ISLAY BARLEY 2010,Single Malt,"Islay, Scotland",3.88,nan,https://distiller.com/spirits/bruichladdich-islay-barley-2010
GRANGESTONE RUM FINISH,Single Malt,"Highlands, Scotland",3.1,nan,https://distiller.com/spirits/grangestone-rum-finish
GLENMORANGIE A TALE OF CAKE,Single Malt,"Highlands, Scotland",4.08,87,https://distiller.com/spirits/glenmorangie-a-tale-of-cake
AERSTONE SEA CASK 10 YEAR,Single Malt,Scotland,3.52,85,https://distiller.com/spirits/aerstone-sea-cask
BALBLAIR 1999 2ND RELEASE,Single Malt,"Highlands, Scotland",4.24,94,https://distiller.com/spirits/balblair-1999-2nd-release
MACALLAN TRIPLE CASK 15 YEAR,Single Malt,"Speyside, Scotland",4.01,nan,https://distiller.com/spirits/macallan-triple-cask-15-year
BALBLAIR 2005 1ST RELEASE,Single Malt,"Highlands, Scotland",3.68,86,https://distiller.com/spirits/balblair-2005
ABERLOUR CASG ANNAMH (BATCH 1),Single Malt,"Highland, Scotland",3.73,79,https://distiller.com/spirits/aberlour-casg-annamh-batch-1
THE BALVENIE DOUBLEWOOD 12 YEAR 25TH ANNIVERSARY EDITION,Single Malt,"Speyside, Scotland",4.16,87,https://distiller.com/spirits/the-balvenie-doublewood-12-year-25th-anniversary-edition
THE GLENROTHES 10 YEAR,Single Malt,"Speyside, Scotland",3.31,86,https://distiller.com/spirits/the-glenrothes-10-year
GLEN ELGIN 12 YEAR,Single Malt,"Speyside, Scotland",3.61,85,https://distiller.com/spirits/glen-elgin-12-year-old
GLENMORANGIE SPÌOS,Single Malt,"Highlands, Scotland",3.91,90,https://distiller.com/spirits/glenmorangie-spios
TULLIBARDINE SOVEREIGN,Single Malt,"Highlands, Scotland",3.23,84,https://distiller.com/spirits/tullibardine-sovereign
THE MACALLAN EDITION NO. 5,Single Malt,"Highlands, Scotland",3.9,79,https://distiller.com/spirits/the-macallan-edition-no-5
TOBERMORY 12 YEAR,Single Malt,"Islands, Scotland",3.58,88,https://distiller.com/spirits/tobermory-12-year
ABERLOUR 12 YEAR OLD SINGLE MALT SCOTCH WHISKY (DOUBLE OAK CASK),Single Malt,"Speyside, Scotland",4.06,nan,https://distiller.com/spirits/aberlour-12-year-old-single-malt-scotch-whisky-double-oak-cask
ROYAL LOCHNAGAR 12 YEAR (GAME OF THRONES-HOUSE BARATHEON),Single Malt,"Highlands, Scotland",3.51,82,https://distiller.com/spirits/royal-lochnagar-12-year-game-of-thrones-house-baratheon
MORTLACH 15 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,"Speyside, Scotland",3.93,nan,https://distiller.com/spirits/mortlach-15-year-gordon-macphail
CLYNELISH RESERVE (GAME OF THRONES-HOUSE TYRELL),Single Malt,"Highlands, Scotland",3.67,87,https://distiller.com/spirits/clynelish-reserve-game-of-thrones-house-tyrell
KIRKLAND 20 YEAR SPEYSIDE SINGLE MALT SHERRY CASK FINISH,Single Malt,"Speyside, Scotland",3.98,nan,https://distiller.com/spirits/kirkland-speyside-20-year
BRUICHLADDICH THE ORGANIC SCOTTISH BARLEY,Single Malt,"Islay, Scotland",3.72,nan,https://distiller.com/spirits/bruichladdich-the-organic-scottish-barley
CRAIGELLACHIE 17 YEAR,Single Malt,"Speyside, Scotland",3.99,92,https://distiller.com/spirits/craigellachie-17-year
BRUICHLADDICH BLACK ART 1992 05.1 EDITION 24 YEAR,Single Malt,"Islay, Scotland",4.52,94,https://distiller.com/spirits/bruichladdich-black-art-5-1-1992
CARDHU 15 YEAR,Single Malt,"Speyside, Scotland",3.51,85,https://distiller.com/spirits/cardhu-15-year
AUCHENTOSHAN HEARTWOOD,Single Malt,"Lowlands, Scotland",3.14,nan,https://distiller.com/spirits/auchentoshan-heartwood
GLEN SCOTIA DOUBLE CASK SINGLE MALT,Single Malt,"Campbeltown, Scotland",3.66,81,https://distiller.com/spirits/glen-scotia-double-cask-single-malt
BRUICHLADDICH THE LADDIE 10 YEAR,Single Malt,"Islay, Scotland",3.64,84,https://distiller.com/spirits/bruichladdich-the-laddie-10-year
GLENGOYNE 21 YEAR,Single Malt,"Highlands, Scotland",4.36,90,https://distiller.com/spirits/glengoyne-21-year
THE GLENLIVET NÀDURRA OLOROSO (TRAVEL RETAIL),Single Malt,"Speyside, Scotland",3.66,81,https://distiller.com/spirits/the-glenlivet-nadurra-oloroso-matured
GLENFIDDICH 15 YEAR DISTILLERY EDITION,Single Malt,"Speyside, Scotland",3.73,84,https://distiller.com/spirits/glenfiddich-15-year-distillery-edition
THE MACALLAN SELECT OAK,Single Malt,"Highlands, Scotland",3.61,nan,https://distiller.com/spirits/the-macallan-select-oak
THE BALVENIE TRIPLE CASK 16 YEAR,Single Malt,"Speyside, Scotland",4.08,nan,https://distiller.com/spirits/the-balvenie-triple-cask-16-year
THE MACALLAN 10 YEAR SHERRY OAK,Single Malt,"Highlands, Scotland",3.54,88,https://distiller.com/spirits/the-macallan-10-year-sherry-oak
THE MACALLAN 25 YEAR SHERRY OAK CASK,Single Malt,"Highlands, Scotland",4.63,91,https://distiller.com/spirits/the-macallan-25
THE GLENLIVET CARIBBEAN RESERVE,Single Malt,"Speyside, Scotland",3.58,85,https://distiller.com/spirits/the-glenlivet-caribbean-reserve
TAMNAVULIN DOUBLE CASK,Single Malt,"Speyside, Scotland",3.37,79,https://distiller.com/spirits/tamnavulin-double-cask
SCAPA SKIREN,Single Malt,"Islands, Scotland",3.57,80,https://distiller.com/spirits/scapa-skiren
LOCH LOMOND 12 YEAR,Single Malt,"Highlands , Scotland",3.5,87,https://distiller.com/spirits/loch-lomond-12-year
BENRIACH 10 YEAR,Single Malt,"Speyside, Scotland",3.43,84,https://distiller.com/spirits/benriach-10-year
ABERLOUR 12 YEAR NON CHILL-FILTERED,Single Malt,"Highland, Scotland",3.7,86,https://distiller.com/spirits/aberlour-12-year-non-chill-filtered
DALWHINNIE WINTER'S GOLD,Single Malt,"Highlands, Scotland",3.44,nan,https://distiller.com/spirits/dalwhinnie-winter-s-gold
THE DEVERON 12 YEAR,Single Malt,"Highlands, Scotland",3.6,85,https://distiller.com/spirits/the-deveron-12-year
OLD PULTENEY 17 YEAR,Single Malt,"HIghlands, Scotland",4,87,https://distiller.com/spirits/old-pulteney-17-year
THE MACALLAN FINE OAK 21 YEAR,Single Malt,"Highlands, Scotland",4.52,98,https://distiller.com/spirits/the-macallan-fine-oak-21
GLENFIDDICH SELECT CASK,Single Malt,"Speyside, Scotland",3.42,88,https://distiller.com/spirits/glenfiddich-select-cask
WOLFBURN NORTHLAND,Single Malt,"Highlands, Scotland",3.26,84,https://distiller.com/spirits/wolfburn-single-malt-scotch
DALWHINNIE WINTER'S FROST (GAME OF THRONES-HOUSE STARK),Single Malt,"Highlands, Scotland",3.5,81,https://distiller.com/spirits/dalwhinnie-winter-s-frost-game-of-thrones-house-stark
THE GLENROTHES 12 YEAR,Single Malt,"Speyside, Scotland",3.61,85,https://distiller.com/spirits/the-glenrothes-12-year
GLEN GRANT 12 YEAR,Single Malt,"Speyside, Scotland",3.67,87,https://distiller.com/spirits/glen-grant-12-year
TOMATIN 14 YEAR PORT CASK FINISH,Single Malt,"Highlands, Scotland",3.72,89,https://distiller.com/spirits/tomatin-14-year
ABERFELDY 21 YEAR,Single Malt,"Highlands, Scotland",4.13,90,https://distiller.com/spirits/aberfeldy-21-year
GLEN GRANT THE MAJOR'S RESERVE,Single Malt,"Speyside, Scotland",2.91,78,https://distiller.com/spirits/glen-grant-the-major-s-reserve
THE GLENLIVET NÀDURRA FIRST FILL SELECTION CASK STRENGTH,Single Malt,"Speyside, Scotland",3.78,88,https://distiller.com/spirits/the-glenlivet-nadurra-first-fill-selection-cask-strength
THE MACALLAN FINE OAK 17 YEAR,Single Malt,"Highlands, Scotland",4.13,90,https://distiller.com/spirits/the-macallan-fine-oak-17
TOMATIN LEGACY,Single Malt,"Highlands, Scotland",3.4,81,https://distiller.com/spirits/tomatin-legacy
THE MACALLAN SIENNA 1824 SERIES,Single Malt,"Highlands, Scotland",4.01,88,https://distiller.com/spirits/the-macallan-sienna-1824-series
MCCLELLAND'S SINGLE MALT HIGHLAND,Single Malt,"Highlands, Scotland",2.74,68,https://distiller.com/spirits/mcclelland-s-single-malt-highland
MACALLAN CLASSIC CUT (2017 RELEASE),Single Malt,"Highlands, Scotland",4.13,91,https://distiller.com/spirits/the-macallan-classic-cut
BUNNAHABHAIN STIÙIREADAIR,Single Malt,"Islay, Scotland",3.58,nan,https://distiller.com/spirits/bunnahabhain-stiuireadair
OLD PULTENEY 21 YEAR,Single Malt,"Highlands, Scotland",4.4,94,https://distiller.com/spirits/old-pulteney-21-year
GLENMORANGIE NECTAR D'OR SAUTERNES CASK FINISH,Single Malt,"Highlands, Scotland",3.91,90,https://distiller.com/spirits/glenmorangie-nectar-d-or-sauternes-cask-finish
DALMORE CIGAR MALT,Single Malt,"Highlands, Scotland",4.05,92,https://distiller.com/spirits/dalmore-cigar-malt
ARRAN 14 YEAR,Single Malt,"Islands, Scotland",3.78,87,https://distiller.com/spirits/arran-14-year
TOMINTOUL 16 YEAR,Single Malt,"Speyside, Scotland",3.66,87,https://distiller.com/spirits/tomintoul-16-year
THE MACALLAN EDITION NO. 4,Single Malt,"Highlands, Scotland",4.11,90,https://distiller.com/spirits/the-macallan-edition-no-4
GLENGLASSAUGH EVOLUTION,Single Malt,"Highlands, Scotland",3.95,96,https://distiller.com/spirits/glenglassaugh-evolution
GRANGESTONE BOURBON CASK SINGLE MALT,Single Malt,"Highlands, Scotland",3.29,nan,https://distiller.com/spirits/grangestone-bourbon-cask-single-malt
ARRAN AMARONE CASK FINISH SINGLE MALT,Single Malt,"Islands, Scotland",3.89,91,https://distiller.com/spirits/arran-amarone-cask-finish-single-malt
THE GLENLIVET 25 YEAR,Single Malt,"Speyside, Scotland",4.38,92,https://distiller.com/spirits/the-glenlivet-25-year
GLENMORANGIE DUTHAC,Single Malt,"Highlands, Scotland",3.99,91,https://distiller.com/spirits/glenmorangie-duthac
BRUICHLADDICH BLACK ART 1990 04.1 EDITION 23 YEAR,Single Malt,"Islay, Scotland",4.68,95,https://distiller.com/spirits/bruichladdich-black-art-4-1990
THE MACALLAN CASK STRENGTH,Single Malt,"Highlands, Scotland",4,88,https://distiller.com/spirits/the-macallan-cask-strength
AUCHENTOSHAN CLASSIC,Single Malt,"Lowlands, Scotland",2.89,80,https://distiller.com/spirits/auchentoshan-classic
GLENFIDDICH 14 YEAR RICH OAK,Single Malt,"Speyside, Scotland",3.54,83,https://distiller.com/spirits/glenfiddich-rich-oak
BRUICHLADDICH ISLAY BARLEY ROCKSIDE FARM 2007,Single Malt,"Islay, Scotland",3.9,91,https://distiller.com/spirits/bruichladdich-islay-barley-rockside-farm-2007
GLENFIDDICH 12 YEAR,Single Malt,"Speyside, Scotland",3.34,86,https://distiller.com/spirits/glenfiddich-12
THE BALVENIE DOUBLEWOOD 12 YEAR,Single Malt,"Speyside, Scotland",3.87,87,https://distiller.com/spirits/the-balvenie-doublewood-12-year
THE GLENLIVET 12 YEAR,Single Malt,"Speyside, Scotland",3.4,85,https://distiller.com/spirits/the-glenlivet-12-year
THE MACALLAN 12 YEAR SHERRY OAK CASK,Single Malt,"Highlands, Scotland",3.82,89,https://distiller.com/spirits/the-macallan-12
GLENMORANGIE THE ORIGINAL 10 YEAR,Single Malt,"Highlands, Scotland",3.48,85,https://distiller.com/spirits/glenmorangie-original
THE BALVENIE CARIBBEAN CASK 14 YEAR,Single Malt,"Speyside, Scotland",4.02,89,https://distiller.com/spirits/the-balvenie-caribbean-cask-14-year
DALMORE 12 YEAR,Single Malt,"Highlands, Scotland",3.69,88,https://distiller.com/spirits/dalmore-12
ABERLOUR A'BUNADH,Single Malt,"Highlands, Scotland",4.2,88,https://distiller.com/spirits/aberlour-a-bunadh
GLENMORANGIE LASANTA SHERRY CASK FINISH 12 YEAR,Single Malt,"Highlands, Scotland",3.67,87,https://distiller.com/spirits/glenmorangie-lasanta
GLENFIDDICH 15 YEAR SOLERA RESERVE,Single Malt,"Speyside, Scotland",3.8,86,https://distiller.com/spirits/glenfiddich-15-solera-reserve
GLENMORANGIE QUINTA RUBAN 12 YEAR,Single Malt,"Highlands, Scotland",3.79,85,https://distiller.com/spirits/glenmorangie-quinta-ruban
THE GLENLIVET 18 YEAR,Single Malt,"Speyside, Scotland",4.11,90,https://distiller.com/spirits/the-glenlivet-18-year
ABERFELDY 12 YEAR,Single Malt,"Highlands, Scotland",3.65,90,https://distiller.com/spirits/aberfeldy-12
GLENFIDDICH 18 YEAR,Single Malt,"Speyside, Scotland",4.03,90,https://distiller.com/spirits/glenfiddich-18
GLENMORANGIE NECTAR D'OR 12 YEAR,Single Malt,"Highlands, Scotland",3.83,88,https://distiller.com/spirits/glenmorangie-nectar-d-or
BRUICHLADDICH THE CLASSIC LADDIE SCOTTISH BARLEY,Single Malt,"Islay, Scotland",3.83,89,https://distiller.com/spirits/bruichladdich-the-classic-laddie
GLENDRONACH ORIGINAL 12 YEAR,Single Malt,"Highlands, Scotland",3.91,91,https://distiller.com/spirits/glendronach-original-12-year
ABERLOUR 12 YEAR DOUBLE CASK MATURED,Single Malt,"Highlands, Scotland",3.74,86,https://distiller.com/spirits/aberlour-12-year-double-cask-matured
THE GLENLIVET 15 YEAR FRENCH OAK RESERVE,Single Malt,"Speyside, Scotland",3.75,86,https://distiller.com/spirits/the-glenlivet-15-french-oak-reserve
THE GLENLIVET FOUNDER'S RESERVE,Single Malt,"Speyside, Scotland",3.38,83,https://distiller.com/spirits/the-glenlivet-founder-s-reserve
OLD PULTENEY 12 YEAR,Single Malt,"Highlands, Scotland",3.75,84,https://distiller.com/spirits/old-pulteney-single-malt-12
AUCHENTOSHAN THREE WOOD,Single Malt,"Lowlands, Scotland",3.91,90,https://distiller.com/spirits/auchentoshan-three-wood
THE MACALLAN 18 YEAR SHERRY OAK CASK,Single Malt,"Highlands, Scotland",4.5,90,https://distiller.com/spirits/the-macallan-18
THE MACALLAN DOUBLE CASK 12 YEAR,Single Malt,"Highland, Scotland",3.77,87,https://distiller.com/spirits/the-macallan-double-cask-12-year
GLENMORANGIE 18 YEAR,Single Malt,"Highlands, Scotland",4.25,93,https://distiller.com/spirits/glenmorangie-18
AUCHENTOSHAN 12 YEAR,Single Malt,"Lowlands, Scotland",3.4,85,https://distiller.com/spirits/auchentoshan-12-year
GLENFIDDICH 14 YEAR BOURBON BARREL RESERVE,Single Malt,"Speyside, Scotland",4.01,90,https://distiller.com/spirits/glenfiddich-14-year-bourbon-barrel-reserve
CARDHU 12 YEAR,Single Malt,"Speyside, Scotland",3.4,87,https://distiller.com/spirits/cardhu-12-year-old
